dmd,Antibiotic,Class,atccode,route,VmpUnit,WHO_AWaRe_2023,UK_AWaRe_2024,Include,Notes,vmp_id,vmp_nm,invalid_vmp,vtm_id,vtm_nm,atc_route,atc
Minocycline 100mg modified-release capsules,Minocycline_oral,Tetracyclines,J01AA08,O,capsule,w,w,1,,36565111000001106,Minocycline 100mg modified-release capsules,False,776800005,Minocycline,O,J01AA08
Minocycline 100mg tablets,Minocycline_oral,Tetracyclines,J01AA08,O,tablet,w,w,1,,39700911000001109,Minocycline 100mg tablets,False,776800005,Minocycline,O,J01AA08
Minocycline 50mg capsules,Minocycline_oral,Tetracyclines,J01AA08,O,capsule,w,w,1,,39700611000001103,Minocycline 50mg capsules,False,776800005,Minocycline,O,J01AA08
Minocycline 50mg tablets,Minocycline_oral,Tetracyclines,J01AA08,O,tablet,w,w,1,,39700711000001107,Minocycline 50mg tablets,False,776800005,Minocycline,O,J01AA08
Minocycline 50mg/5ml oral solution,Minocycline_oral,Tetracyclines,J01AA08,O,ml,w,w,1,,13010711000001108,Minocycline 50mg/5ml oral solution,False,776800005,Minocycline,O,J01AA08
Minocycline 50mg/5ml oral suspension,Minocycline_oral,Tetracyclines,J01AA08,O,ml,w,w,1,,13010811000001100,Minocycline 50mg/5ml oral suspension,False,776800005,Minocycline,O,J01AA08
Moxifloxacin 0.3mg/0.3ml solution for injection pre-filled syringes,Moxifloxacin,Fluoroquinolones,J01MA14,P,ml,w,w,1,,23349111000001109,Moxifloxacin 0.3mg/0.3ml solution for injection pre-filled syringes,False,776831003,Moxifloxacin,,J01MA14
Moxifloxacin 100mg in 5ml suspension,Moxifloxacin,Fluoroquinolones,J01MA14,O,ml,w,w,1,,,,,,,,
Moxifloxacin 100mg/1ml oral solution,Moxifloxacin,Fluoroquinolones,J01MA14,O,ml,w,w,1,,,,,,,,
Moxifloxacin 200mg in 5ml suspension,Moxifloxacin,Fluoroquinolones,J01MA14,O,ml,w,w,1,,,,,,,,
Moxifloxacin 400mg tablets,Moxifloxacin,Fluoroquinolones,J01MA14,O,tablet,w,w,1,,41952411000001107,Moxifloxacin 400mg tablets,False,776831003,Moxifloxacin,O,J01MA14
Moxifloxacin 400mg/250ml infusion bags,Moxifloxacin,Fluoroquinolones,J01MA14,P,ml,w,w,1,,36028511000001101,Moxifloxacin 400mg/250ml infusion bags,False,776831003,Moxifloxacin,P,J01MA14
Moxifloxacin 400mg/250ml solution for infusion bottles,Moxifloxacin,Fluoroquinolones,J01MA14,P,ml,w,w,1,,16756911000001108,Moxifloxacin 400mg/250ml solution for infusion bottles,False,776831003,Moxifloxacin,P,J01MA14
Moxifloxacin 400mg/5ml oral solution,Moxifloxacin,Fluoroquinolones,J01MA14,O,ml,w,w,1,,36003311000001109,Moxifloxacin 400mg/5ml oral solution,False,776831003,Moxifloxacin,O,J01MA14
Moxifloxacin 500mg in 5ml liquid,Moxifloxacin,Fluoroquinolones,J01MA14,O,ml,w,w,1,,,,,,,,
Nalidixic acid 300mg/5ml oral suspension,Nalidixic Acid,Quinolones,J01MB02,O,ml,o,o,1,,41952511000001106,Nalidixic acid 300mg/5ml oral suspension,False,776859002,Nalidixic acid,O,J01MB02
Nalidixic acid 300mg/5ml oral suspension sugar free,Nalidixic Acid,Quinolones,J01MB02,O,ml,o,o,1,,36028911000001108,Nalidixic acid 300mg/5ml oral suspension sugar free,False,776859002,Nalidixic acid,O,J01MB02
Nalidixic acid 500mg tablets,Nalidixic Acid,Quinolones,J01MB02,O,ml,o,o,1,,41956711000001102,Nalidixic acid 500mg tablets,False,776859002,Nalidixic acid,O,J01MB02
Neomycin 100mg/5ml oral solution,Neomycin,Aminoglycosides,A07AA01,O,ml,w,w,0,considered too toxic for systemic use,12301911000001109,Neomycin 100mg/5ml oral solution,False,776885003,Neomycin,O,J01GB05
Neomycin 500mg tablets,Neomycin,Aminoglycosides,A07AA01,O,tablet,w,w,0,considered too toxic for systemic use,41952711000001101,Neomycin 500mg tablets,False,776885003,Neomycin,O,A07AA01
Neomycin 500mg/5ml oral solution,Neomycin,Aminoglycosides,A07AA01,O,ml,w,w,0,considered too toxic for systemic use,12302011000001102,Neomycin 500mg/5ml oral solution,False,776885003,Neomycin,O,J01GB05
Neomycin Sulf_Tab 500mg,Neomycin,Aminoglycosides,J01GB05,O,tablet,w,w,0,considered too toxic for systemic use,,,,,,,
Netilmicin 100mg/1ml solution for injection ampoules,Netilmicin,Aminoglycosides,J01GB07,P,ml,w,o,1,,36030911000001109,Netilmicin 100mg/1ml solution for injection ampoules,False,776895005,Netilmicin,P,J01GB07
Netilmicin 150mg/1.5ml solution for injection ampoules,Netilmicin,Aminoglycosides,J01GB07,P,ml,w,o,1,,36031011000001101,Netilmicin 150mg/1.5ml solution for injection ampoules,False,776895005,Netilmicin,P,J01GB07
Netilmicin 15mg/1.5ml solution for injection ampoules,Netilmicin,Aminoglycosides,J01GB07,P,ml,w,o,1,,36031111000001100,Netilmicin 15mg/1.5ml solution for injection ampoules,False,776895005,Netilmicin,P,J01GB07
Netilmicin 200mg/2ml solution for injection ampoules,Netilmicin,Aminoglycosides,J01GB07,P,ml,w,o,1,,36031211000001106,Netilmicin 200mg/2ml solution for injection ampoules,False,776895005,Netilmicin,P,J01GB07
Netilmicin 50mg/1ml solution for injection ampoules,Netilmicin,Aminoglycosides,J01GB07,P,ml,w,o,1,,36031311000001103,Netilmicin 50mg/1ml solution for injection ampoules,False,776895005,Netilmicin,P,J01GB07
Nitrofurantoin 100mg capsules,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,capsule,a,a,1,,41952811000001109,Nitrofurantoin 100mg capsules,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 100mg modified-release capsules,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,capsule,a,a,1,,39108511000001108,Nitrofurantoin 100mg modified-release capsules,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 100mg tablets,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,tablet,a,a,1,,41952911000001104,Nitrofurantoin 100mg tablets,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 100mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12862811000001106,Nitrofurantoin 100mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 100mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12862911000001101,Nitrofurantoin 100mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 10mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863011000001109,Nitrofurantoin 10mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 10mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863111000001105,Nitrofurantoin 10mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 11mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863211000001104,Nitrofurantoin 11mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 11mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863311000001107,Nitrofurantoin 11mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 12.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863411000001100,Nitrofurantoin 12.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 12.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863511000001101,Nitrofurantoin 12.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 125mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863611000001102,Nitrofurantoin 125mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 125mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863711000001106,Nitrofurantoin 125mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 12mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863811000001103,Nitrofurantoin 12mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 12mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12863911000001108,Nitrofurantoin 12mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 13.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864011000001106,Nitrofurantoin 13.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 13.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864111000001107,Nitrofurantoin 13.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 13mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864211000001101,Nitrofurantoin 13mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 13mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864311000001109,Nitrofurantoin 13mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 14mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864411000001102,Nitrofurantoin 14mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 14mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864511000001103,Nitrofurantoin 14mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 15mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864611000001104,Nitrofurantoin 15mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 15mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864711000001108,Nitrofurantoin 15mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 16mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864811000001100,Nitrofurantoin 16mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 16mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12864911000001105,Nitrofurantoin 16mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 17.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12893811000001100,Nitrofurantoin 17.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 17.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894011000001108,Nitrofurantoin 17.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 17mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894111000001109,Nitrofurantoin 17mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 17mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894211000001103,Nitrofurantoin 17mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 18.75mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894311000001106,Nitrofurantoin 18.75mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 18.75mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894511000001100,Nitrofurantoin 18.75mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 18mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894611000001101,Nitrofurantoin 18mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 18mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894711000001105,Nitrofurantoin 18mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 1mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12895111000001108,Nitrofurantoin 1mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 1mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12894811000001102,Nitrofurantoin 1mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 2.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904811000001105,Nitrofurantoin 2.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 2.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904111000001103,Nitrofurantoin 2.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 20mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904211000001109,Nitrofurantoin 20mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 20mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904311000001101,Nitrofurantoin 20mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 22mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904411000001108,Nitrofurantoin 22mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 22mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904511000001107,Nitrofurantoin 22mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 24mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904611000001106,Nitrofurantoin 24mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 24mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904711000001102,Nitrofurantoin 24mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 25mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12904911000001100,Nitrofurantoin 25mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 25mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,41953011000001107,Nitrofurantoin 25mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 25mg/5ml oral suspension sugar free,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,36565611000001103,Nitrofurantoin 25mg/5ml oral suspension sugar free,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 2mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12905011000001100,Nitrofurantoin 2mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 2mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12905111000001104,Nitrofurantoin 2mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 30mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12933911000001106,Nitrofurantoin 30mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 30mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934011000001109,Nitrofurantoin 30mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 32.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934111000001105,Nitrofurantoin 32.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 32.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934211000001104,Nitrofurantoin 32.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 35mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934311000001107,Nitrofurantoin 35mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 35mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934411000001100,Nitrofurantoin 35mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 40mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934511000001101,Nitrofurantoin 40mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 40mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934611000001102,Nitrofurantoin 40mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 45mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934711000001106,Nitrofurantoin 45mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 45mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934811000001103,Nitrofurantoin 45mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 4mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12934911000001108,Nitrofurantoin 4mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 4mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935011000001108,Nitrofurantoin 4mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 5.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935111000001109,Nitrofurantoin 5.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 5.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935211000001103,Nitrofurantoin 5.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 50mg capsules,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,41953111000001108,Nitrofurantoin 50mg capsules,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 50mg tablets,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,41953211000001102,Nitrofurantoin 50mg tablets,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 50mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935311000001106,Nitrofurantoin 50mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 50mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935411000001104,Nitrofurantoin 50mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935511000001100,Nitrofurantoin 5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935611000001101,Nitrofurantoin 5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 6.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935711000001105,Nitrofurantoin 6.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 6.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935811000001102,Nitrofurantoin 6.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 6mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12935911000001107,Nitrofurantoin 6mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 6mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936011000001104,Nitrofurantoin 6mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 7.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936111000001103,Nitrofurantoin 7.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 7.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936211000001109,Nitrofurantoin 7.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 7.8mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936311000001101,Nitrofurantoin 7.8mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 7.8mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936411000001108,Nitrofurantoin 7.8mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 75mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936511000001107,Nitrofurantoin 75mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 75mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936611000001106,Nitrofurantoin 75mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 7mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936711000001102,Nitrofurantoin 7mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 7mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936811000001105,Nitrofurantoin 7mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 8mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12936911000001100,Nitrofurantoin 8mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 8mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12937011000001101,Nitrofurantoin 8mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 9.5mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12937111000001100,Nitrofurantoin 9.5mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 9.5mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12937211000001106,Nitrofurantoin 9.5mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 9mg/5ml oral solution,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12937311000001103,Nitrofurantoin 9mg/5ml oral solution,False,776927008,Nitrofurantoin,O,J01XE01
Nitrofurantoin 9mg/5ml oral suspension,Nitrofurantoin,Nitrofuran-derivatives,J01XE01,O,ml,a,a,1,,12937411000001105,Nitrofurantoin 9mg/5ml oral suspension,False,776927008,Nitrofurantoin,O,J01XE01
Norfloxacin 400mg tablets,Norfloxacin,Fluoroquinolones,J01MA06,O,tablet,w,w,1,,41953311000001105,Norfloxacin 400mg tablets,False,776943001,Norfloxacin,O,J01MA06
Ofloxacin 100mg/50ml solution for infusion bottles,Ofloxacin,Fluoroquinolones,J01MA01,P,ml,w,w,1,,35897411000001105,Ofloxacin 100mg/50ml solution for infusion bottles,False,776973005,Ofloxacin,P,J01MA01
Ofloxacin 100mg/5ml oral solution,Ofloxacin,Fluoroquinolones,J01MA01,O,ml,w,w,1,,12905211000001105,Ofloxacin 100mg/5ml oral solution,False,776973005,Ofloxacin,O,J01MA01
Ofloxacin 100mg/5ml oral suspension,Ofloxacin,Fluoroquinolones,J01MA01,O,ml,w,w,1,,12895811000001101,Ofloxacin 100mg/5ml oral suspension,False,776973005,Ofloxacin,O,J01MA01
Ofloxacin 200mg tablets,Ofloxacin,Fluoroquinolones,J01MA01,O,tablet,w,w,1,,41953411000001103,Ofloxacin 200mg tablets,False,776973005,Ofloxacin,O,J01MA01
Ofloxacin 200mg/100ml solution for infusion bottles,Ofloxacin,Fluoroquinolones,J01MA01,P,ml,w,w,1,,38752711000001101,Ofloxacin 200mg/100ml solution for infusion bottles,False,776973005,Ofloxacin,P,J01MA01
Ofloxacin 250mg/5ml oral solution,Ofloxacin,Fluoroquinolones,J01MA01,O,ml,w,w,1,,12905311000001102,Ofloxacin 250mg/5ml oral solution,False,776973005,Ofloxacin,O,
Ofloxacin 250mg/5ml oral suspension,Ofloxacin,Fluoroquinolones,J01MA01,O,ml,w,w,1,,12905411000001109,Ofloxacin 250mg/5ml oral suspension,False,776973005,Ofloxacin,O,
Ofloxacin 400mg tablets,Ofloxacin,Fluoroquinolones,J01MA01,O,tablet,w,w,1,,41953511000001104,Ofloxacin 400mg tablets,False,776973005,Ofloxacin,O,J01MA01
Ofloxacin 400mg/200ml solution for injection bottles,Ofloxacin,Fluoroquinolones,J01MA01,P,ml,w,w,1,,11136811000001106,Ofloxacin 400mg/200ml solution for injection bottles,True,776973005,Ofloxacin,P,
